CustomerID,Age,Gender,MonthlyCharges,TotalCharges,TechSupport,Tenure,PaperlessBilling,Churn,AverageMonthlyCharges,CustomerLifetimeValue,ContractValue,HighValueCustomer,LongTermCustomer,TotalServicesUsed,MonthlyCharges_Tenure_Interaction,LogTotalCharges,MonthlyCharges_Squared,ContractType_One year,ContractType_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_12-24,TenureGroup_24-48,TenureGroup_48-72,TenureGroup_72+
28,44.0,Female,54.09649975172332,2516.611664659335,No,46,Yes,0,54.708949231724674,3774.9174969890023,2488.438988579273,1,0,1,2488.438988579273,7.831065978985148,2926.4312853882016,True,False,True,False,False,False,False,False,True,False,False
29,32.0,Male,90.94353310005994,195.1795486255341,Yes,2,Yes,0,97.58977431276703,292.7693229383011,181.88706620011988,0,0,2,181.88706620011988,5.279030304315571,8270.726212721698,False,False,True,False,True,False,False,False,False,False,False
30,36.0,Male,68.87828547442652,3253.712392206662,No,47,Yes,0,69.22792323843962,4880.568588309993,3237.2794172980466,1,0,1,3237.2794172980466,8.087859191969729,4744.218209896595,True,False,True,False,False,True,False,False,True,False,False
31,32.0,Female,67.44471320587762,1312.7414837884603,No,19,Yes,0,69.09165704149791,1969.1122256826905,1281.4495509116748,0,0,1,1281.4495509116748,7.180634439801709,4548.789339423083,False,False,False,False,False,True,False,True,False,False,False
32,62.0,Male,20.0,342.83207636539726,No,16,No,0,21.42700477283733,514.2481145480958,320.0,0,0,0,320.0,5.84015338808876,400.0,True,False,False,True,True,False,False,True,False,False,False
33,39.0,Female,60.60659240159844,2425.7001306875027,No,40,Yes,0,60.64250326718757,3638.550196031254,2424.2636960639375,1,0,1,2424.2636960639375,7.794287642546015,3673.15904253349,True,False,False,False,True,False,False,False,True,False,False
34,27.0,Male,55.65002795831157,676.0729127257204,Yes,10,Yes,0,67.60729127257204,1014.1093690885804,556.5002795831157,0,0,2,556.5002795831157,6.517778966855645,3096.9256117608593,False,False,True,False,False,False,False,False,False,False,False
35,49.0,Male,35.51637490685242,2173.2831818166046,Yes,63,No,1,34.49655844153341,3259.9247727249067,2237.5316191317024,1,1,2,2237.5316191317024,7.684454317623564,1261.4128865240962,False,True,False,False,False,False,False,False,False,True,False
36,25.0,Male,67.85745565658648,852.8260596111963,No,13,Yes,1,65.60200458547664,1279.2390894167945,882.1469235356243,0,0,1,882.1469235356243,6.749727495773276,4604.634288185601,False,False,True,False,True,False,False,True,False,False,False
37,42.0,Female,56.70066977360007,2316.393509177911,No,40,Yes,0,57.90983772944777,3474.590263766866,2268.0267909440026,1,0,1,2268.0267909440026,7.74819834565195,3214.9659527748445,True,False,True,False,False,True,False,False,True,False,False
38,18.0,Female,20.0,107.12931460477871,No,5,Yes,0,21.425862920955744,160.69397190716808,100.0,0,0,0,100.0,4.68332786831513,400.0,False,False,False,True,False,False,False,False,False,False,False
39,,Female,66.35370598566013,2360.2758611986665,No,35,No,0,67.43645317710475,3540.413791798,2322.3797094981046,1,0,1,2322.3797094981046,7.766957371089747,4402.814298031429,False,True,True,False,False,True,False,False,True,False,False
40,42.0,Female,72.12870832862578,946.1610297489786,Yes,13,Yes,0,72.78161767299835,1419.241544623468,937.6732082721351,0,0,2,937.6732082721351,6.853469120704159,5202.55056515597,False,False,True,False,False,True,False,True,False,False,False
41,48.0,Female,32.68358611496068,787.7417220871339,No,22,Yes,1,35.80644191305154,1181.6125831307008,719.0388945291351,0,0,0,719.0388945291351,6.670438918823658,1068.2168013340508,False,False,False,True,False,False,True,True,False,False,False
42,42.0,Male,88.7361135426612,659.5133655596273,No,8,Yes,0,82.43917069495342,989.270048339441,709.8889083412896,0,0,1,709.8889083412896,6.493017359275627,7874.097846656061,False,False,True,False,True,False,False,False,False,False,False
43,38.0,Male,94.39886398465664,1483.105954240185,No,15,Yes,1,98.873730282679,2224.658931360277,1415.9829597698497,0,0,1,1415.9829597698497,7.302567818914603,8911.145521593706,False,False,True,False,False,False,False,True,False,False,False
44,36.0,Female,84.40714996787017,1155.8427742425256,No,13,Yes,0,88.91098263404044,1733.7641613637884,1097.2929495823123,0,0,1,1097.2929495823123,7.053449827071622,7124.566965698525,False,False,True,False,True,False,False,True,False,False,False
45,22.0,Male,76.6522551789995,859.312606436475,Yes,12,Yes,0,71.60938386970625,1288.9689096547124,919.827062147994,0,0,2,919.827062147994,6.757295819055306,5875.568224026455,True,False,True,False,False,True,False,False,False,False,False
46,31.0,Male,45.42110187056216,1030.797511646751,Yes,22,Yes,0,46.85443234757959,1546.1962674701265,999.2642411523675,0,0,2,999.2642411523675,6.939057717145256,2063.0764951359856,False,False,True,False,False,False,True,True,False,False,False
47,34.0,Male,52.24808296902912,311.33650120234523,No,6,Yes,0,51.88941686705754,467.0047518035178,313.4884978141747,0,0,1,313.4884978141747,5.744081136109096,2729.8621739385508,False,False,False,False,False,True,False,False,False,False,False
48,52.0,Male,81.93587554661629,870.965530056826,Yes,11,Yes,1,79.17868455062055,1306.448295085239,901.2946310127792,0,0,2,901.2946310127792,6.770749893376312,6713.487701590593,False,False,True,False,False,True,False,False,False,False,False
49,44.0,Female,99.14875898740873,6647.684651657907,No,68,No,0,97.76006840673392,9971.52697748686,6742.115611143793,1,1,1,6742.115611143793,8.802174317342372,9830.476408743263,False,True,True,False,False,True,False,False,False,True,False
50,18.0,Male,26.862885417318136,271.8139414519518,No,12,No,1,22.651161787662648,407.7209121779277,322.3546250078176,0,0,0,322.3546250078176,5.6087900296926385,721.6146129439634,True,False,False,True,False,True,False,False,False,False,False
51,43.0,Female,32.40383434605422,748.2899626224223,No,22,No,0,34.01318011920102,1122.4349439336331,712.8843556131928,0,0,0,712.8843556131928,6.619126041607811,1050.0084803265229,True,False,False,True,False,False,True,True,False,False,False
52,35.0,Female,49.360042172695216,1669.5734551619698,No,33,Yes,0,50.59313500490818,2504.3601827429547,1628.881391698942,0,0,1,1628.881391698942,7.420922232791743,2436.4137632902502,True,False,True,False,False,True,False,False,True,False,False
53,31.0,Male,63.4716474770381,179.8794184023057,No,3,Yes,0,59.9598061341019,269.8191276034586,190.4149424311143,0,0,1,190.4149424311143,5.197830612585872,4028.6500334493967,False,False,True,False,False,False,True,False,False,False,False
54,47.0,Female,78.58701427322542,1534.0025283484472,No,19,Yes,1,80.73697517623407,2301.0037925226707,1493.153271191283,0,0,1,1493.153271191283,7.33628730715248,6175.918812380136,False,False,True,False,True,False,False,True,False,False,False
55,52.0,Male,93.21905381485124,1165.8916496729216,No,12,Yes,0,97.15763747274347,1748.8374745093824,1118.6286457782148,0,0,1,1118.6286457782148,7.062098782794446,8689.79199413613,False,False,True,False,False,False,False,False,False,False,False
56,51.0,Male,20.0,587.7319979313173,No,29,Yes,0,20.266620618321287,881.5979968969759,580.0,0,0,0,580.0,6.377971068101055,400.0,False,True,False,True,True,False,False,False,True,False,False
57,29.0,Male,20.0,983.8833188074898,No,51,Yes,0,19.29182978053901,1475.8249782112348,1020.0,0,1,0,1020.0,6.892523176091916,400.0,False,True,False,True,True,False,False,False,False,True,False
58,36.0,Female,26.871403060029788,640.0949760214675,No,23,Yes,1,27.830216348759453,960.1424640322012,618.0422703806852,0,0,0,618.0422703806852,6.463177614465029,722.0723024145783,False,False,False,True,False,False,True,True,False,False,False
59,43.0,Female,33.11193759282314,289.2447361255283,Yes,8,Yes,0,36.15559201569104,433.8671041882924,264.8955007425851,0,0,2,264.8955007425851,5.6707244847564535,1096.4004111510142,False,False,False,False,False,False,False,False,False,False,False
60,51.0,Female,36.07404549823429,214.0674470086869,No,5,No,0,42.813489401737385,321.1011705130304,180.37022749117145,0,0,0,180.37022749117145,5.370951685949053,1301.3367586086777,False,False,False,True,False,False,False,False,False,False,False
61,34.0,Male,20.0,243.270163500112,No,10,No,1,24.3270163500112,364.905245250168,200.0,0,0,0,200.0,5.498274840228448,400.0,False,False,False,True,False,True,False,False,False,False,False
62,37.0,Male,31.62821152881393,817.4816942107291,Yes,28,No,0,29.195774793240325,1226.2225413160936,885.5899228067901,0,0,2,885.5899228067901,6.707451031516164,1000.3437645113985,True,False,True,False,True,False,False,False,True,False,False
63,26.0,Male,70.20134017045162,395.7115787544226,No,6,Yes,1,65.95192979240376,593.5673681316339,421.2080410227097,0,0,1,421.2080410227097,5.983209514778785,4928.228161727464,False,False,True,False,False,False,True,False,False,False,False
64,25.0,Female,103.9691740475113,3232.082502235971,Yes,32,No,0,101.00257819487408,4848.123753353956,3327.0135695203617,1,0,2,3327.0135695203617,8.081191296186091,10809.589152121698,False,True,True,False,False,True,False,False,True,False,False
65,49.0,Male,81.7290626066722,854.6404279844893,Yes,10,Yes,0,85.46404279844893,1281.960641976734,817.290626066722,0,0,2,817.290626066722,6.75185022712572,6679.639674565345,False,False,True,False,False,False,False,False,False,False,False
66,56.0,Male,,1172.3533610925415,No,43,No,0,27.26403165331492,1758.5300416388122,,0,0,0,,7.067621048891319,,False,True,False,True,False,False,False,False,True,False,False
67,39.0,Female,70.82771524614229,1792.233584688428,No,25,Yes,0,71.68934338753712,2688.350377032642,1770.6928811535572,1,0,1,1770.6928811535572,7.491775741019813,5016.565246988617,True,False,True,False,False,False,False,False,True,False,False
68,52.0,Female,66.95245005457646,1600.0273139549035,No,25,Yes,0,64.00109255819615,2400.040970932356,1673.8112513644114,0,0,1,1673.8112513644114,7.37840077341015,4482.630568310556,True,False,True,False,False,True,False,False,True,False,False
69,44.0,Female,39.10181260813769,1516.8161089857472,No,37,Yes,0,40.99502997258776,2275.2241634786205,1446.7670665010946,0,0,1,1446.7670665010946,7.325027810291899,1528.9517492419159,True,False,True,False,False,False,True,False,True,False,False
70,32.0,Male,24.81227484191628,932.7740354456872,No,40,No,0,23.319350886142185,1399.161053168531,992.4909936766512,0,0,1,992.4909936766512,6.839234476887559,615.6489828307916,True,False,True,False,False,False,True,False,True,False,False
71,44.0,Male,21.962723384408637,873.3116538266511,No,38,Yes,0,22.98188562701713,1309.9674807399765,834.5834886075282,0,0,0,834.5834886075282,6.773436895420499,482.36121846005,True,False,False,True,True,False,False,False,True,False,False
72,58.0,Male,96.25098388680452,3470.93292846959,Yes,36,No,0,96.41480356859972,5206.399392704385,3465.0354199249628,1,0,2,3465.0354199249628,8.15246675775655,9264.251899177903,True,False,True,False,True,False,False,False,True,False,False
73,39.0,Female,76.8826740965613,2066.360061730846,Yes,27,No,0,76.53185413817948,3099.540092596269,2075.8322006071553,1,0,2,2075.8322006071553,7.634027739833656,5910.9455762380585,True,False,True,False,False,False,False,False,True,False,False
74,58.0,Female,59.3539929057802,3488.3775761104234,No,59,Yes,0,59.12504366288853,5232.566364165636,3501.885581441032,1,1,1,3501.885581441032,8.157478654337087,3522.896473859407,False,True,False,False,False,True,False,False,False,True,False
75,18.0,Female,101.6743509127908,4543.442640609779,Yes,45,No,0,100.96539201355064,6815.163960914669,4575.345791075586,1,0,2,4575.345791075586,8.421660367762762,10337.673633537323,True,False,True,False,False,True,False,False,True,False,False
76,49.0,Female,76.57533702882117,2132.29390862321,Yes,27,No,0,78.9738484675263,3198.440862934815,2067.5340997781714,1,0,2,2067.5340997781714,7.66542250017602,5863.78224107755,True,False,True,False,False,False,True,False,True,False,False
77,41.0,Male,20.0,1120.6306417176122,No,56,Yes,1,20.01126145924308,1680.9459625764184,1120.0,0,1,0,1120.0,7.022538835555522,400.0,False,True,False,True,False,False,True,False,False,True,False
78,36.0,Male,37.72212791524903,497.0530722808608,No,3,No,0,16.56843574269536,74.55796084212912,113.1663837457471,0,0,1,113.1663837457471,6.210706642191486,1422.9589344544104,False,False,False,False,False,True,False,False,False,False,False
79,41.0,Male,110.44425125944171,2521.019768865417,No,23,No,0,109.60955516806165,3781.5296532981274,2540.2177789671596,1,0,1,2540.2177789671596,7.832815355060923,12197.932636258693,False,False,True,False,False,False,False,True,False,False,False
80,18.0,Male,57.89821668730521,643.2973349205041,Yes,11,Yes,1,58.48157590186401,964.9460023807562,636.8803835603572,0,0,2,636.8803835603572,6.468160319740735,3352.2034955701474,False,False,False,False,False,False,True,False,False,False,False
81,37.0,Male,51.12796568161338,862.9377149780804,No,16,Yes,1,53.933607186130025,1294.406572467121,818.0474509058141,0,0,1,818.0474509058141,6.761500677059768,2614.068874740236,False,False,True,False,False,False,False,True,False,False,False
82,44.0,Male,20.0,789.7690139741396,No,41,No,1,19.26265887741804,1184.653520961209,820.0,0,0,0,820.0,6.673005907390365,400.0,False,True,False,True,False,True,False,False,True,False,False
83,57.0,Male,95.06127453857826,1399.0302902884464,No,15,No,0,93.26868601922976,2098.5454354326694,1425.9191180786738,0,0,1,1425.9191180786738,7.244249151289615,9036.645916898948,False,False,True,False,False,True,False,True,False,False,False
84,33.0,Male,49.25116607183349,1971.21824923071,No,40,No,0,49.28045623076775,2956.827373846065,1970.0466428733396,1,0,1,1970.0466428733396,7.5869142030907435,2425.677359435322,True,False,True,False,False,False,False,False,True,False,False
85,30.0,Female,107.07668315004442,1971.051537698166,Yes,18,Yes,0,109.50286320545366,2956.577306547249,1927.3802967007996,1,0,2,1927.3802967007996,7.586829669556453,11465.416074415007,False,False,True,False,False,False,True,True,False,False,False
86,33.0,Female,20.0,31.56227322019852,No,5,Yes,0,6.312454644039704,47.34340983029778,100.0,0,0,1,100.0,3.4831543550424553,400.0,False,False,False,False,False,False,False,False,False,False,False
87,50.0,Male,98.45190395579954,3471.0843700025707,No,35,Yes,0,99.1738391429306,5206.626555003856,3445.8166384529836,1,0,1,3445.8166384529836,8.152510375600945,9692.777392521977,True,False,True,False,False,False,False,False,True,False,False
88,43.0,Female,79.73789622323929,4123.167477102011,Yes,52,No,0,79.29168225196175,6184.751215653016,4146.370603608443,1,1,2,4146.370603608443,8.324619454666784,6358.1320941080785,False,True,True,False,True,False,False,False,False,True,False
89,33.0,Male,72.37188846113749,562.7534786016756,No,8,Yes,1,70.34418482520945,844.1302179025134,578.9751076890999,0,0,1,578.9751076890999,6.334617061266455,5237.690239431326,False,False,True,False,False,True,False,False,False,False,False
90,46.0,Male,20.0,380.0787872564874,No,14,No,0,27.148484804034812,570.1181808847311,280.0,0,0,0,280.0,5.943006144447893,400.0,True,False,False,True,False,True,False,True,False,False,False
91,41.0,Female,107.8145969718806,1391.7662994068714,No,13,Yes,0,107.05894610822088,2087.649449110307,1401.5897606344479,0,0,1,1401.5897606344479,7.239047191870945,11623.987320209046,True,False,True,False,False,False,True,True,False,False,False
92,51.0,Male,84.14117716802407,1636.4170537078862,No,19,Yes,1,86.12721335304664,2454.6255805618293,1598.6823661924573,0,0,1,1598.6823661924573,7.400875312002247,7079.737695220815,False,False,True,False,True,False,False,True,False,False,False
93,31.0,Male,20.0,195.9456918601674,No,8,Yes,1,24.493211482520927,293.9185377902511,160.0,0,0,0,160.0,5.282928014895706,400.0,False,False,False,True,False,False,False,False,False,False,False
94,36.0,Male,,440.99880429507465,No,25,Yes,0,17.639952171802985,661.498206442612,,0,0,0,,6.091307176859276,,False,True,False,True,False,False,True,False,True,False,False
95,35.0,Male,73.54594426294616,1305.103224734832,No,19,Yes,0,68.68964340709641,1957.654837102248,1397.3729409959772,0,0,1,1397.3729409959772,7.174803345560469,5409.005917528384,False,False,True,False,False,True,False,True,False,False,False
96,22.0,Male,49.98393299693879,91.03303761778432,No,1,Yes,1,91.03303761778432,136.5495564266765,49.98393299693879,0,0,1,49.98393299693879,4.522147617127571,2498.3935578424666,False,False,False,False,False,False,True,False,False,False,False
97,43.0,Male,39.602639252489816,817.08075393235,No,22,Yes,1,37.14003426965228,1225.621130898525,871.258063554776,0,0,1,871.258063554776,6.706961052918823,1568.369035762847,False,False,True,False,False,False,True,True,False,False,False
98,43.0,Male,68.89212949035328,3085.8288088277,No,46,No,0,67.08323497451522,4628.74321324155,3169.037956556251,1,0,1,3169.037956556251,8.034899567450257,4746.125505715605,True,False,True,False,False,False,False,False,True,False,False
99,40.0,Female,41.39098050388699,713.5637988044018,Yes,16,Yes,0,44.59773742527511,1070.3456982066027,662.2556880621919,0,0,2,662.2556880621919,6.5716722849223705,1713.2132670731532,True,False,False,False,False,False,True,True,False,False,False
100,37.0,Female,50.139351024600415,701.1189286802266,Yes,15,No,0,46.74126191201511,1051.67839302034,752.0902653690063,0,0,2,752.0902653690063,6.554102803751264,2513.954521168099,True,False,False,False,False,True,False,True,False,False,False
101,23.0,Male,60.88885417472603,996.4846471861229,No,17,Yes,0,58.61674395212487,1494.7269707791845,1035.1105209703426,0,0,1,1035.1105209703426,6.905236757353464,3707.452562711051,False,False,False,False,False,True,False,True,False,False,False
102,34.0,Female,99.8521989492807,4492.215411522816,No,44,Yes,0,102.09580480733672,6738.323117284224,4393.4967537683515,1,0,1,4393.4967537683515,8.410323851727439,9970.461635006735,False,True,True,False,False,True,False,False,True,False,False
103,,Male,88.17778072738574,1768.746627206022,Yes,21,Yes,0,84.22602986695343,2653.119940809033,1851.7333952751005,1,0,2,1851.7333952751005,7.47859166684998,7775.3210140069195,False,False,True,False,False,False,True,True,False,False,False
104,30.0,Male,55.57118500339589,826.324657983988,No,16,Yes,0,51.64529112399925,1239.486986975982,889.1389600543342,0,0,1,889.1389600543342,6.718197191123642,3088.156602681652,False,False,True,False,False,True,False,True,False,False,False
105,38.0,Male,55.53372693243792,865.5547237953106,Yes,16,No,1,54.09717023720691,1298.3320856929658,888.5396309190068,0,0,2,888.5396309190068,6.7645252621474015,3083.994827006581,False,False,False,False,False,False,False,True,False,False,False
106,44.0,Male,71.26214242984048,1555.7542914647695,No,22,Yes,0,70.71610415748953,2333.6314371971544,1567.7671334564907,0,0,1,1567.7671334564907,7.350358350430804,5078.292943690871,False,False,True,False,False,False,False,True,False,False,False
107,62.0,Female,30.018065680536484,975.926969032358,No,34,Yes,0,28.70373438330464,1463.8904535485367,1020.6142331382405,0,0,1,1020.6142331382405,6.88441189902608,901.0842672010023,False,True,False,False,False,True,False,False,True,False,False
108,42.0,Female,55.973491770384086,3132.556276045747,Yes,57,Yes,0,54.95712764992538,4698.83441406862,3190.4890309118928,1,1,2,3190.4890309118928,8.0499238289883,3133.031780969255,False,True,False,False,False,False,True,False,False,True,False
109,43.0,Female,107.13344675835428,1896.7683111136196,No,17,Yes,1,111.57460653609526,2845.152466670429,1821.2685948920227,1,0,1,1821.2685948920227,7.548433901704824,11477.575414325132,False,False,True,False,True,False,False,True,False,False,False
110,39.0,Female,70.64853208374008,2697.793525387359,No,38,Yes,0,70.99456645756207,4046.6902880810394,2684.644219182123,1,0,1,2684.644219182123,7.900560109679457,4991.215085587251,False,True,True,False,False,False,True,False,True,False,False
111,18.0,Male,38.11634640549199,829.7017117257911,Yes,21,No,0,39.50960532027577,1244.5525675886868,800.4432745153317,0,0,2,800.4432745153317,6.722270779425292,1452.855863303462,True,False,True,False,False,False,True,True,False,False,False
112,39.0,Female,70.60537342217238,4300.066519924589,No,61,Yes,0,70.49289376925555,6450.099779886883,4306.927778752515,1,1,1,4306.927778752515,8.366618298817261,4985.1187560844055,False,True,True,False,False,False,True,False,False,True,False
113,40.0,Male,31.794317015401248,682.153404766383,No,21,No,1,32.48349546506586,1023.2301071495745,667.6806573234262,0,0,1,667.6806573234262,6.526719438694178,1010.8785944758333,False,False,False,False,False,False,True,True,False,False,False
114,69.0,Male,87.27211013772575,3712.073708839961,No,42,Yes,0,88.3827073533324,5568.110563259941,3665.4286257844815,1,0,1,3665.4286257844815,8.219615305539415,7616.421207891333,True,False,True,False,False,True,False,False,True,False,False
115,37.0,Female,57.872974875876935,239.54992365211797,Yes,5,Yes,0,47.90998473042359,359.3248854781769,289.3648743793847,0,0,2,289.3648743793847,5.4829276507565865,3349.281220983883,False,False,False,False,False,True,False,False,False,False,False
116,43.0,Male,47.436349197878855,3191.4771960837825,No,67,Yes,0,47.633988001250486,4787.215794125674,3178.235396257883,1,1,1,3178.235396257883,8.06855244491604,2250.207225223102,False,True,False,False,False,True,False,False,False,True,False
117,39.0,Female,63.37671468288357,415.062403767696,No,6,Yes,0,69.177067294616,622.593605651544,380.26028809730144,0,0,1,380.26028809730144,6.030835258067992,4016.60796399563,False,False,True,False,False,False,False,False,False,False,False
118,25.0,Female,65.75531396768906,1721.1227165114396,No,25,Yes,0,68.84490866045759,2581.6840747671595,1643.8828491922266,0,0,1,1643.8828491922266,7.451312946392448,4323.761314989364,True,False,True,False,False,True,False,False,True,False,False
119,53.0,Female,50.124117415134805,1250.2492495381885,No,23,Yes,0,54.3586630233995,1875.373874307283,1152.8547005481005,0,0,1,1152.8547005481005,7.131897730859571,2512.42714664622,False,False,False,False,True,False,False,True,False,False,False
120,49.0,Female,38.41647467987687,618.156584727118,No,16,Yes,1,38.63478654544488,927.234877090677,614.6635948780299,0,0,1,614.6635948780299,6.428358204712555,1475.8255268296207,False,False,False,False,True,False,False,True,False,False,False
121,49.0,Female,42.24493837997126,1577.749729163322,Yes,36,No,0,43.82638136564783,2366.624593744983,1520.8177816789653,0,0,2,1520.8177816789653,7.364388502113346,1784.6348187275687,True,False,True,False,False,False,False,False,True,False,False
122,29.0,Male,92.77397893389296,5618.478297232787,Yes,62,No,0,90.620617697303,8427.717445849179,5751.986693901364,1,1,2,5751.986693901364,8.633994108904915,8607.011167226416,False,True,True,False,False,False,False,False,False,True,False
